69,01-058,河壩田,hoˇ ba  tienˇ,河床闢成之田,riverside rice field,莫看這幾坵係河壩田，上一冬个禾仔割來異好。,別看這幾塊是河床闢成的田，上一季的稻子收成很好。
70,01-059,旱地（園仔）,honˊ ti（ienˇ eˋ）,旱地,an unirrigated land,這幾分仔旱地，無麼个值錢，驚怕賣無人愛。,這幾分旱地，不值錢，恐怕賣沒有人要。
71,01-060,平洋,piangˇ  iongˇ,平原,a plain,平洋所在，好種田。,平坦開闊的地方，好種田。
72,01-061,埔仔（埔園）,puˊ eˋ（puˊienˇ）,旱田,a dry rice field,阿登姊在該坑仔脣个埔仔種蕃瓜，打異結。,阿登姊在河邊的旱田種南瓜，結實累累。
73,01-062,上坵田,song  kiuˊ tienˇ,上畝田,the rice field on an upper ground,上坵田係吾伯个，這下贌人種西瓜。,上畝田是我伯父的，現在租給別人種西瓜。
74,01-063,下坵田,haˊ  kiuˊ  tienˇ,下畝田,the rice field on a lower ground,阿爸打算下坵田，今年愛種番豆。,爸爸打算下一塊田，今年要種花生。
75,01-064,上埔,song  puˊ,上面那塊地,the land on an upper ground,上埔、下埔个草仔，全部生到當靚。,上下塊草埔地的草，全部長得很茂盛。
76,01-065,穩水田(足水田),vunˋ suiˋ tienˇ(ziukˋ suiˋ tienˇ),用水穩定的田,the arable land with sufficient water,穩水田好蒔禾，沙田好種蕃薯。,灌溉用水穩定的田地好種稻，沙地田好種蕃薯。
77,01-066,肥水田,pi ˇsuiˋ  tienˇ,肥田,a fertile land,阿爸講這坵肥水田，每冬割就較有穀。,爸爸說這畝肥田，每一季穀子的收成都比較好。
78,01-067,沙田,saˊ tienˇ,沙質的田,a sandy land,沙田雖然無恁穩水，毋過種蕃薯又盡好。,雖然沙田的水不是那麼的充足，不過種地瓜倒是不錯。
79,01-068,崩崗,benˊ  gongˊ,斷崖,a precipice; a cliff,行路愛行好，係無跌到崩崗下就無結煞。,走路要走好，不然的話掉到懸崖下就糟了。
80,01-069,崩崗石壁,benˊgongˊ   sak  biakˋ,懸崖峭壁,a very steep precipice or cliff,莫再過行，頭前係崩崗石壁。,別再往前走，前面是懸崖峭壁。
81,01-070,青山,ciangˊ  sanˊ,青山,green mountains,這位青山綠水風光好，當多人來這尞。,這地方青山綠水風光好，很多人來這玩。
82,01-071,分水峎（分水崠）,funˊsuiˋgien (funˊ suiˋ dungˋ),分水嶺,a watershed,你還會蹶，每一擺就蹶到這座山个分水峎項。,你很會爬，每一次都爬到這座山的分水嶺上。
83,01-072,崁下,kam  haˊ,崖下,ravine,還細个時節，長透在這崁下个草埔仔掌牛。,我還小的時候，常常在這崖下的草地放牛。
84,01-073,崁頭(崁頂),kam  teuˇ (kam  dangˋ),崖頭、崖頂點,the summit of a cliff,這崁頭過去該座屋，就係吾伯公个。,這崖頂過去的那間屋子，就是我伯公的。
85,01-074,龍崗（龍脈）,liungˇgongˊ（liungˇmakˋ）,龍脈,the backbone of a dragon; it means a mountain range which many Chinese believe if they tomb their an,你過蹶加十分鐘，就做得行到龍崗頂吔。,你再爬十分鐘，就可以走到龍脈的頂端了。
86,01-075,山崩地裂,sanˊbenˊ ti  liet,山崩地裂,mountains collapse and earth cracks,該擺大地動，山崩地裂，實在還得人驚。,那次大地震，山崩地裂，實在很讓人害怕。
87,01-076,山肚,sanˊduˋ,山裡,in a mountain,阿叔姆打早就去山肚同姐婆摘茶。,嬸嬸一大早就去山裡面幫外婆採茶。
88,01-077,山峎（龍峎）,sanˊgien（liungˇgien）,山脊,a ridge,蹶到山峎頂去，看著个風景還較靚。,爬到山頂稜線上，看到的風景將更漂亮。
89,01-078,山坑水,sanˊ  hangˊ suiˋ,從山溝流下來的水,mountain water,你看山坑水恁大，山肚怕係拚大雨噢。,你看山溝流下來的水那麼大，山裡頭恐怕在下大雨呢。
90,01-079,山脈,sanˊ  makˋ,山脈,a mountain range,地理仙講：這條山脈个山形盡靚。,地理師說：這條山脈的山形很漂亮。
91,01-080,山林壁角,sanˊnaˇbiakˋ gokˋ,山林僻處,the secluded part of a mountain,阿坤伯个屋家歇在山林壁角恁遠，仰會尋得著？,阿坤伯的家住在深山那麼遠，我怎麼找得到？
92,01-081,山花水,sanˊ faˊ suiˋ,山花水，下雨時山上流下的水,scenery with hills and water,風馳雨下過，山花水就無咧。,西北雨一過，從高處往低處流的水很快就乾了。
93,01-082,山頭,sanˊ  teuˇ,山頭,the top of a mountain,逐儕就講該隻山頭个地理當好。,每個人都說那個山頭的風水很好。
94,01-083,山崗（山脈）,sanˊgongˊ （sanˊmakˋ）,山脈,a mountain range,吾婆个風水就做在這個山崗下。,我外婆的墳墓就做在這個山脈下。
95,01-084,橫龍（橫崗）,vangˇ liungˇ(vangˇ gongˊ),橫向的山脈,transverse mountains; lateral mountains,你對這橫龍行過去，就做得看得著水庫。,你從這橫向山脈走過去，就可以看得到水庫。
96,01-085,中央山脈,zungˊ iongˊ  sanˊ  makˋ,中央山脈,Central Mountain Range,雪山山脈係屬於中央山脈个。,雪山山脈是屬於中央山脈。
97,01-086,泉水,cienˇ  sui ˋ,泉水,spring water,這窟泉水个水質當甜當清。,這泉水的水質很甜很清澈。
98,01-087,深潭,ciimˊ  tamˇ,深潭,a deep pond,毋好去深潭搞水，該位盡危險。,不可以去深潭玩水，那裡很危險。
99,01-088,港口,gonˋ  kieuˋ,港口,a harbor,厥姆逐日去港口賣涼水摎涼茶，當煞猛。,他的母親每天去港口販售汽水和涼茶，很打拚。
100,01-089,坑壩,hangˊ  ba,河,a riverside,還細个時節，長透去坑壩搞水、捉魚仔。,我還小的時候，常常去河裡玩水、捉魚。
101,01-090,坑仔,hangˊ  eˋ,小溪,a creek; a brook,阿登姊在該坑仔脣个草埔仔種蕃瓜。,阿登姊在那河邊的草埔種南瓜。
102,01-091,河川,hoˇ  conˊ,河川,a river,打開地圖來看，哪位係河川、哪位係海港、哪位係海洋，一看就知。,打開地圖來看，何處是河川、何處是海港、何處是海洋，一看就知。
103,01-092,海洋,hoi ˋ  iongˇ,海洋,an ocean,恩俚个地球，有百分之七十个面積係海洋。,我們的地球，有百分之七十的面積是海洋。
104,01-093,壢溝,lakˋ  gieuˊ,水溝,a ditch,阿公長透交代，老屋屋背个壢溝愛記得清清啊。,祖父經常交代我，老屋後面的水溝要記得清一清。
105,01-094,水沖,suiˋ  cungˇ,瀑布,a waterfall; a cascade,去烏來風景區做得看著大水沖。,去烏來風景區可以看到大瀑布。
106,01-095,窩壢,voˊ lakˋ,低窪地區、山溝處,ravine,做大水該下，歇在窩壢肚个人家愛特別注意。,做水災的那個時候，住在低窪處的人家要特別注意。
107,01-096,烏水溝,vuˊ  suiˋ  gieuˊ,黑水溝,"a deep, dark and rushing water area in the Taiwan Strait",客家人个老祖公，當時係對長山坐船仔經過烏水溝，正來到臺灣。,客家人的老祖先，當時是從大陸坐船經過黑水溝，才來到臺灣。
108,01-097,泥團,naiˇ tonˇ,泥塊, a mud clump,阿哥喊手兜泥團來結窯仔。,哥哥叫我幫忙搬泥塊來造土窯。
109,01-098,沙埔,saˊ  puˊ,沙洲,a sand bank,該群細人仔，逐日在沙埔揇腰跤仔。,這群小孩子，每天都在沙洲上玩摔跤。
110,01-099,沙壩(沙灘),saˊ ba(saˊ tanˊ),沙灘,the sandy bank of a river,你想愛在該沙壩來打極樂仔，該就無恁容易。,你想要在那河邊沙灘地打陀螺，那可就沒有那麼容易。
111,01-100,沙堆,saˊ doiˊ,沙堆,a sand pile,聽講鴕鳥逃命个時節，頭那會囥入沙堆肚，有影無？,聽說鴕鳥逃命時，會將頭藏入沙堆裡，真的嗎？
112,01-101,濫仔,lam eˋ/nam eˋ,爛泥地,a muddy land,行好兜仔，這搭全部係濫仔，莫落著。,走好些，這裡全都是爛泥地，不要陷下去。
113,01-102,泥肉,naiˇ  ngiukˋ,可種植的土壤,an arable land,這坵田个泥肉肥又厚，無論蒔禾抑係種菜就當會生。,這畝田的土壤肥又厚，不論是種稻子或種菜都很容易生長。
114,01-103,陶罌泥（瓦泥）,toˇangˊnaiˇ（ngaˋnaiˇ）,黏土,clay,還細个時節，兜會去河壩尋陶罌泥來搞。,小時候，我們會去河裡找黏土來玩。
115,01-104,泥質,naiˇ  ziitˋ,土質,the cuality of a land,這坵田个泥質當好，種麼个就會靚。,這塊田的土質很好，種什麼都會長得好。
116,01-105,泥漿,naiˇ  ziongˊ,泥漿,mud; slurry,落雨天，佢走出去搞，洩到歸身仔泥漿。,下雨天，他跑出去玩，濺得滿身泥漿。
117,01-106,沙仔,saˊ eˋ,沙子,sand,喊該兜細人仔毋好在外背搞沙仔。,叫那些小孩不要在外面玩泥沙。
118,01-107,石門水庫,sak  munˇsuiˋ ku,石門水庫,Shih-Men Reservoir,石門水庫乜係一個觀光景點。,石門水庫也是一個觀光景點。
119,01-108,長山,congˇsanˊ,唐山,mainland China,講著該阿水伯，幾下年前就轉去長山賣鴨卵吔。,說到那阿水伯，幾年前就回去大陸賣鴨蛋了（注：已經去世了）。
120,01-109,廣東,gongˋ dungˊ,廣東,Guangdong,臺灣客家人个祖先，大體係對廣東、福建、江西移民過來个。,臺灣客家人的祖先，大部分是從廣東、福建、江西移民過來的。
121,01-110,廣西,gongˋ  siˊ,廣西,Guangsi,當多人毋知廣西乜有客家人。,很多人不知道廣西也有客家人。
122,01-111,江西,gongˊ  siˊ,江西,Ziangsi,曾經保台抗日，建立臺灣民主國个劉永福大將軍，係江西个客家人。,曾經保台抗日，建立臺灣民主國的劉永福大將軍，是江西的客家人。
123,01-112,四川,si  conˊ,四川,Sichuan,四川在「湖廣填川」以後，也有當多客家人。,四川在「湖廣填川」以後，也有很多客家人。
124,01-113,海南島,hoiˋ  namˇ  doˋ,海南島,Hainan Island,吾爸在日本時代，識分日本政府調去做軍伕，佢有去過海南島。,家父在日據時期，曾被日本政府徵調去當軍伕，他去過海南島。
125,01-114,湖南,fuˇ  namˇ,湖南,Hunan,吾个先生係湖南人，這下戴客家庄，佢乜會講客話。,我的先生是湖南人，現在住在客家庄，他也會講客家話。
126,01-115,福建,fukˋ  gien,福建,Fuzien,李先生講个客家話係詔安腔，厥个祖先係來自福建省。,李先生講的客家話是詔安腔，他的祖先是來自福建省。
127,01-116,贛州,gam  zuˊ,贛州,Ganzo,若係有機會，大家來去贛州、潮州、惠州、韶州、汀州、漳州該兜所在遶遶仔。,如果有機會，大家來去贛州、潮州、惠州、韶州、汀州、漳州等地方逛一逛。
128,01-117,潮州,ceuˇ  zuˊ,潮州,Chauzo,吾个祖先係兩百零年前，來自廣東省潮州府个大埔縣。,我的祖先是兩百多年前，來自廣東省潮州府的大埔縣。
129,01-118,惠州,fi zuˊ,惠州,Huezo,惠州府來到臺灣个客家人，大體係海豐縣、陸豐縣較多，一般係講海陸腔。,惠州府來臺灣的客家人，大部分是海豐縣、陸豐縣的比較多，一般是講海陸腔。
130,01-119,韶州,seuˊ zuˊ,韶州,Shaozo,根據歷史个記載，唐朝个宰相張九齡摎六祖慧能就係廣東韶州人。,根據歷史的記載，唐朝的宰相張九齡和六祖慧能就是廣東韶州人。
131,01-120,汀州,tinˊ zuˊ,汀州,Dingzo,定光古佛，係閩西汀州客家人重要个守護神。,定光古佛，為閩西汀州客家人重要的守護神。
132,01-121,漳州,zongˊ zuˊ,漳州,Zhangzo,臺灣个客家移民中，有盡多係來自南靖、平和、詔安个漳州客。,臺灣的客家移民中，有很多是來自南靖、平和、詔安的漳州客
133,01-122,饒平,ngieuˇ  pinˇ,饒平,Rowpin,吾个祖先係來自廣東省饒平縣，毋過兜這下毋會講饒平話吔，當可惜。,我的祖先來自廣東省饒平縣，可是我現在不會講饒平話了，很可惜。
134,01-123,基隆,giˊ  lungˇ,基隆,Keelung,這隻禮拜六，大家來去基隆廟口个夜市遶遶仔好無？,這個星期六，大家一起去基隆廟口的夜市逛逛好不好？
135,01-124,金門,gimˊ  munˇ,金門,Kinmen,金門个高粱酒當有名，毋過忒釅。,金門的高粱酒很有名，不過太烈。
136,01-125,宜蘭,ngiˇ  lanˇ,宜蘭,Yilan,這下雪山隧道打通吔，愛去宜蘭加盡遽。,現在雪山隧道打通了，要去宜蘭變快得很。
137,01-126,中壢,zungˊ  lakˋ,中壢,Chungli,頭擺中壢新街个禾鐮仔全國有名。,從前中壢新街割稻用的鐮刀全國有名。
138,01-127,澎湖,pangˇ  fuˇ,澎湖,Penghu,澎湖有一條連接白沙摎西嶼兩島个跨海大橋，全長有2494公尺。,澎湖有一條連接白沙和西嶼兩島的跨海大橋，全長有2494公尺。
139,01-128,南投,namˇ  teuˇ,南投,Nantou,佢湊來去南投个溪頭尞兩日仔，你愛共下去無？,他邀我去南投的溪頭玩兩天，你要一起去嗎？
140,01-129,彰化,zongˊ  fa,彰化,Changhua,彰化个鹿港乜有一座三山國王廟，可見早年也有客家人在該落腳。,彰化的鹿港也有一座三山國王廟，可見早年也有客家人在那裡落腳。
141,01-130,雲林,iunˇ  limˇ,雲林,Yunlin,李先生係雲林崙背个農家子弟，目前還曉得講詔安腔客話，盡難得。,李先生是雲林崙背的農家子弟，目前還會說詔安腔客語，真難得。
142,01-131,嘉義,gaˊ  ngi,嘉義,Chiayi,你既然去到嘉義，仰毋順續去阿里山遶遶仔？,你既然到了嘉義，怎麼不順便去阿里山走走？
143,01-132,屏東,pinˇ  dungˊ,屏東,Pingtung,有名个萬巒豬腳，就係屏東縣萬巒客家人个名產。,有名的萬巒豬腳，就是屏東縣萬巒客家人的名產。
144,01-133,三洽水(三洽坑),sanˊ gapˋ suiˋ (sanˊ gapˋhangˊ),水流會合處,The point where creeks or rivers meet,吾老屋在三洽水，逐禮拜日就有轉去行行看看啊。,我的老家在三洽水，每週日都有回去，走一走、看一看。
145,01-134,鄉里,hiongˊ  liˊ,鄉里,township and village,陳院長係共鄉里个人，佢屋下人通體都識。,陳院長和我是同鄉，他的家人我都認識。
146,01-135,鄉鎮,hiongˊziinˋ,鄉鎮,township,臺灣三百一十九隻鄉鎮，各各都有厥特色。,臺灣三百一十九個鄉鎮，個個都有其特色。
147,01-136,海外,hoiˋ  ngoi,海外,overseas; abroad,吾哥在海外做生理，一年轉無三擺。,我哥哥在海外做生意，一年回家不到三次。
148,01-137,南極,namˇ  kit,南極,Antarctic,阿才做船員，佢識去過南極打魚。,阿才做船員，他曾經去過南極打魚。
149,01-138,外鄉,ngoi  hiongˊ,外鄉,another town,三叔公十八歲就出外鄉做頭路。,三叔公十八歲就到外地做工作。
150,01-139,莊下,zongˊ  ha,鄉下,a countryside,吾姨丈在莊下有一大片个土地，全部荒忒哩喲。,我的姨丈在鄉下有一大片的土地，全部荒蕪了。
151,01-140,莊頭,zongˊ  teuˇ,村莊,a village,厥公係這隻莊頭最高壽个人。,他的祖父是這個莊頭年齡最長壽的人。
152,01-141,天下（坪下）,tienˊhaˊ（piangˇhaˊ）,露天,outdoors,阿祿伯做生日，天下擺桌請人，熱到會死。,阿祿伯過生日，露天擺宴席請客，熱得要命。
153,02-001,甲子,gapˋ  ziiˋ,甲子,a cycle of sixty years,十天干、十二地支配合起來，第一就係「甲子」。,十天干、十二地支配合起來，第一就是「甲子」。
154,02-002,甲午,gapˋ  ngˋ,甲午,"Ziawu Years on Chinese lunar calendar, relative to the year of A.D. such as 1954, 2014",吾伯係光緒甲午年出世个人，佢食到百零歲。,我的伯父是光緒甲午年出生的人，他活到一百多歲。
155,02-003,乙卯,ietˋ  mauˊ,乙卯,"Yimao Years on Chinese lunar calendar, relative to the year of A.D. such as 1915, 2035",吾伯係乙卯年出世，吾叔係丁卯年出世，佢兩兄弟堵堵差一輪。,我伯父是乙卯年出生，我叔父是丁卯年出生，他兩兄弟剛好相差一輪。
156,02-004,乙未,ietˋ  vi,乙未,"Yiwei Years on Chinese lunar calendar,relative to the year of A.D. such as 1995,2015.",光緒乙未年，臺灣人抵抗日本，發生乙未戰爭。,光緒乙未年，臺灣人抵抗日本，發生乙未戰爭。
